Time	Current
0.0	10.298576
5.0E-4	10.257229
0.0010	9.819636
0.0015	10.36822
0.0020	9.722736
0.0025000002	9.4881315
0.0030000003	10.188247
0.0035	6.7240486
0.0040	6.7650414
0.0045000003	7.181845
0.0050000004	7.211485
0.0055000004	7.0078607
0.0060000005	7.525094
0.0065000006	6.745113
0.0070000007	6.741994
0.0075000008	7.22616
0.0080	7.316447
0.0085	7.132198
0.009000001	7.2426653
0.009500001	6.795772
0.010000001	6.856649
0.010500001	7.2651844
0.011000001	7.3524895
0.011500001	6.7533813
0.012000001	6.9292345
0.012500001	6.7833104
0.013000001	6.6139574
0.013500001	7.170422
0.014000001	6.764414
0.014500001	6.810525
0.0150000015	6.8190355
0.015500002	7.255333
0.016	6.7760344
0.0165	7.1794987
0.016999999	6.717381
0.017499998	7.435816
0.017999997	7.2099576
0.018499997	6.7854056
0.018999996	7.064207
0.019499995	6.924794
0.019999994	6.730394
0.020499993	6.8181453
0.020999992	6.7320385
0.021499991	7.3379207
0.02199999	7.575605
0.02249999	6.6396217
0.022999989	7.1358323
0.023499988	6.8342285
0.023999987	6.5100346
0.024499986	6.7790475
0.024999985	6.8639812
0.025499985	6.718551
0.025999984	7.158619
0.026500002	9.846048
0.027	9.778494
0.0275	9.910937
0.027999999	10.162186
0.028499998	10.229348
0.028999997	9.891475
0.029499996	9.576792
0.029999996	9.699594
0.030499995	10.272906
0.030999994	9.869973
0.031499993	10.185467
0.031999994	9.717743
0.032499995	10.306554
0.032999996	10.08783
0.033499997	10.314137
0.033999998	9.707388
0.0345	10.126997
0.035	9.621534
0.0355	9.962126
0.036000002	9.683571
0.036500003	9.595166
0.037000004	9.891834
0.0375	1.7462318
0.038000003	1.6877065
0.038500004	1.9099798
0.039000005	2.3739653
0.039500006	1.9756559
0.040000007	2.063975
0.040500008	1.8589295
0.04100001	2.0825536
0.04150001	2.4866095
0.04200001	1.8619779
0.04250001	1.9496092
0.043000013	2.1222553
0.043500014	2.1672125
