Time	Current
0.0	10.067586
5.0E-4	9.844652
0.0010	10.283513
0.0015	9.86533
0.0020	10.2359295
0.0025000002	10.3617525
0.0030000003	10.167812
0.0035	6.758299
0.0040	7.282891
0.0045000003	10.082785
0.0050000004	10.182189
0.0055000004	9.586564
0.0060000005	10.17431
0.0065000006	9.624838
0.0070000007	9.797077
0.0075000008	10.110136
0.0080	10.130228
0.0085	9.827925
0.009000001	7.300485
0.009500001	7.1243653
0.010000001	7.238384
0.010500001	7.4342065
0.011000001	6.754889
0.011500001	7.1556854
0.012000001	7.3098526
0.012500001	6.8125443
0.013000001	6.742376
0.013500001	7.0753727
0.014000001	6.6934776
0.014500001	6.774139
0.0150000015	7.319568
0.015500002	7.2172813
0.016	7.214681
0.0165	7.43342
0.016999999	6.7219806
0.017499998	7.3952446
0.017999997	6.9259477
0.018499997	6.7960653
0.018999996	6.8487597
0.019499995	6.696842
0.019999994	6.7445498
0.020499993	6.7790956
0.020999992	7.143891
0.021499991	6.840197
0.02199999	6.7121043
0.02249999	6.5256495
0.022999989	7.049817
0.023499988	6.8723717
0.023999987	6.6864944
0.024499986	7.2707095
0.024999985	7.141132
0.025499985	6.7342253
0.025999984	6.9503636
0.026499983	6.7492824
0.026999982	6.951764
0.027499981	6.750298
0.02799998	6.977906
0.02849998	7.1841407
0.028999979	7.148356
0.029499978	6.5079246
0.029999977	6.7257986
0.030499976	6.9375443
0.030999975	7.197067
0.031499974	7.067123
0.031999975	6.798562
0.032499976	6.6373405
0.032999977	6.8897986
0.03349998	6.606457
0.03399998	6.4906845
0.03449998	7.437106
0.03499998	6.6726923
0.035499983	7.255255
0.035999984	7.149343
0.036499985	7.186172
0.036999986	6.729355
0.037499987	6.928641
0.037999988	7.16839
0.03849999	7.172655
0.03899999	7.2560616
0.03949999	7.2671437
0.03999999	7.1578374
0.040499993	7.0961547
0.040999994	6.869985
0.041499995	7.2857313
0.041999996	7.537776
0.042499997	6.801012
0.042999998	7.302839
0.0435	7.491057
0.044	7.3167896
0.0445	7.194961
0.045	6.661466
0.045500003	6.5971775
0.046000004	6.9227424
0.046500005	6.752189
0.047000006	6.664995
0.047500007	7.1972923
0.048000008	6.873635
0.04850001	7.1842766
0.04900001	7.2581053
0.04950001	7.2518697
0.050000012	7.1088533
0.050500013	7.069777
0.051000014	7.302639
0.051500015	6.9035215
0.052000016	7.3136597
0.052500017	7.2661753
0.053000018	6.6186676
0.05350002	7.1367016
0.05400002	6.7593613
0.05450002	6.8412538
0.055000022	6.8308015
0.055500023	7.1079845
0.056000024	7.128014
0.056500025	6.8692455
0.057000026	6.6320615
0.057500027	7.251124
0.058000028	7.4426765
0.05850003	7.380539
0.05900003	7.0776105
0.05950003	7.237427
0.060000032	6.625674
0.060500033	7.254011
0.061000034	7.2160435
0.061500035	7.212329
0.062000036	6.8825393
0.06250004	6.8525133
0.06300004	6.6387405
0.06350004	7.3831105
0.06400004	7.218286
0.06450004	7.039557
0.06500004	6.7700224
0.06550004	6.957965
0.066000044	6.761016
0.066500045	7.109831
0.06700005	7.1989737
0.06750005	6.7792172
0.06800005	7.5301623
0.06850005	6.8675375
0.06900005	7.1769514
0.06950005	6.7523904
0.07000005	7.438406
0.07050005	6.8721814
0.071000054	6.755821
0.071500055	6.950025
0.07200006	6.692976
0.07250006	6.9361987
0.07300006	7.063865
0.07350006	6.7725883
0.07400006	6.799176
0.07450006	7.05965
0.07500006	7.0843644
0.07550006	7.161532
0.076000065	7.15647
0.076500066	7.04347
0.07700007	7.075148
0.07750007	6.648116
0.07800007	6.801665
0.07850007	7.107551
0.07900007	6.7851057
0.07950007	6.77609
0.08000007	7.144212
0.080500074	6.77392
0.081000075	6.9780707
0.081500076	7.1656175
0.08200008	7.2480845
0.08250008	7.4282107
0.08300008	6.8972206
0.08350008	6.907798
0.08400008	6.873263
0.08450008	6.828471
0.08500008	7.3026643
0.085500084	7.1231847
0.086000085	7.2358613
0.086500086	7.067122
0.08700009	6.7993345
0.08750009	7.142478
0.08800009	6.748038
0.08850009	7.1473536
0.08900009	6.7894735
0.08950009	7.08301
0.09000009	7.0656185
0.090500094	6.6825247
0.091000095	7.089033
0.091500096	6.9274564
0.0920001	6.5452104
0.0925001	6.97172
0.0930001	7.1202307
0.0935001	7.32884
0.0940001	6.733063
0.0945001	6.891972
0.0950001	6.8692684
0.095500104	6.7667637
0.096000105	7.117699
0.096500106	6.8229556
0.09700011	6.8322716
0.09750011	6.9169807
0.09800011	7.1656175
0.09850011	6.628745
0.09900011	6.714898
0.09950011	7.3600745
0.10000011	6.8699756
0.100500114	7.181183
0.101000115	7.238687
0.10150012	7.415621
0.10200012	7.3577986
0.10250012	6.7704334
0.10300012	6.752568
0.10350012	7.4288664
0.10400012	7.452287
0.10450012	6.7239013
0.10500012	7.3612194
0.105500124	6.7773867
0.106000125	7.4065843
0.10650013	7.2288136
0.10700013	7.293218
0.10750013	6.691404
0.10800013	7.3258953
0.10850013	6.7907414
0.10900013	6.7100472
0.10950013	6.5808554
0.11000013	6.6609287
0.110500135	6.780777
0.111000136	6.8405857
0.11150014	6.483671
0.11200014	7.1575236
0.11250014	7.1378145
0.11300014	7.292407
0.11350014	7.245952
0.11400014	6.727338
0.11450014	7.209563
0.11500014	7.1326184
0.115500145	6.5538926
0.116000146	7.322371
0.11650015	6.8491325
0.11700015	6.9781632
0.11750015	6.6233077
0.11800015	7.240861
0.11850015	6.9426327
0.11900015	6.968293
0.11950015	7.1668477
0.120000154	7.1337166
0.120500155	7.1733317
0.121000156	7.213886
0.12150016	6.626665
0.12200016	6.824247
0.12250016	7.388857
0.12300016	6.6818714
0.12350016	6.8254
0.12400016	7.0647974
0.12450016	7.3355637
0.12500016	6.736761
0.12550016	7.102492
0.12600015	7.322513
0.12650014	7.071131
0.12700014	7.028182
0.12750013	7.0913935
0.12800013	6.860178
0.12850012	7.341113
0.12900011	7.09375
0.1295001	6.7916946
0.1300001	6.884791
0.1305001	7.1283503
0.13100009	7.109047
0.13150008	7.529908
0.13200007	7.1225805
0.13250007	7.411494
0.13300006	7.0343833
0.13350005	7.2033525
0.13400005	6.9417915
0.13450004	6.9352756
0.13500004	6.847651
0.13550003	7.598903
0.13600002	7.4235063
0.13650002	6.7286797
0.13700001	7.025198
0.1375	6.7536345
0.138	7.082392
0.13849999	7.3321095
0.13899998	7.3806953
0.13949998	6.816473
0.13999997	6.6540036
0.14049996	7.184181
0.14099996	7.331667
0.14149995	7.1377983
0.14199995	6.7284107
0.14249994	7.1110845
0.14299993	7.113638
0.14349993	6.9609528
0.14399992	7.101499
0.14449991	6.908748
0.1449999	6.8626547
0.1454999	7.2905903
0.1459999	7.2369156
0.14649989	7.09742
0.14699988	7.171819
0.14749987	6.42536
0.14799987	7.16624
0.14849986	6.917906
0.14899985	6.7486143
0.14949985	6.8817315
0.14999984	7.2722473
0.15049984	7.302259
0.15099983	7.0618434
0.15149982	7.1146584
0.15199982	6.68608
0.15249981	6.9777927
0.1529998	6.8153863
0.1534998	7.123366
0.15399979	6.414643
0.15449978	6.6704283
0.15499978	6.6593456
0.15549977	7.1622906
0.15599976	7.335357
0.15649976	6.89661
0.15699975	7.1648135
0.15749975	6.9122806
0.15799974	7.468257
0.15849973	7.224465
0.15899973	7.0448847
0.15949972	7.1858177
0.15999971	7.16966
0.1604997	6.7973585
0.1609997	7.1467557
0.1614997	6.751567
0.16199969	7.111269
0.16249968	7.1708307
0.16299967	6.6461654
0.16349967	6.8938413
0.16399966	6.7209587
0.16449966	6.8370857
0.16499965	7.2694497
0.16549964	7.1315265
0.16599964	6.710961
0.16649963	7.0592403
0.16699962	6.7475705
0.16749962	6.7794642
0.16799961	6.5617623
0.1684996	6.8896527
0.1689996	6.8373446
0.16949959	7.186709
0.16999958	6.53323
0.17049958	6.7168775
0.17099957	6.7158704
0.17149957	7.272729
0.17199956	6.8022656
0.17249955	7.2394505
0.17299955	6.61574
0.17349954	6.765288
0.17399953	7.1756463
0.17449953	6.708232
0.17499952	6.852317
0.17549951	7.233984
0.1759995	6.942429
0.1764995	7.219505
0.1769995	7.1183877
0.17749949	6.82714
0.17799948	7.336019
0.17849948	6.84176
0.17899947	7.146225
0.17949946	7.1589646
0.17999946	6.5146875
0.18049945	6.8041806
0.18099944	7.181482
0.18149944	6.6683106
0.18199943	6.82805
0.18249942	6.8123517
