Time	Current
40.1354	10.395968
40.1359	10.097214
40.1364	9.880384
40.136898	9.789586
40.137398	10.286096
40.137897	10.286728
40.138397	9.752434
40.138897	10.132812
40.139397	10.175858
40.139896	9.910197
40.140396	10.347524
40.140896	10.226916
40.141396	10.302881
40.141895	9.817952
40.142395	9.926872
40.142895	9.677394
40.143394	9.899872
40.143898	2.2525034
40.144398	1.7835298
40.144897	2.1960118
40.145397	1.6735822
40.145897	2.151442
40.146397	2.3296444
40.146896	1.717038
40.147396	2.3630939
40.147896	1.7117095
40.148396	1.8614376
40.148895	2.3267016
40.149395	1.6433747
40.149895	1.8538677
40.150394	1.6248316
40.150894	2.493295
40.151394	2.4222262
40.151894	2.1967463
40.152393	1.7542537
40.152893	2.1981783
40.153393	2.1065185
40.153896	10.234281
40.154396	9.979897
40.154896	10.14305
40.155396	10.093661
40.155895	2.2044451
40.156395	1.6289907
40.156895	1.7095718
40.157394	2.236634
40.157894	1.6360632
40.158394	1.8991189
40.158894	1.7650374
40.159393	1.8310684
40.159893	2.3913116
40.160393	2.225119
40.160892	1.8955243
40.161392	2.1457615
40.161892	1.6730657
40.16239	1.7497735
40.16289	1.637117
40.16339	1.9125167
40.16389	1.8007587
40.16439	1.783916
40.16489	1.9043013
40.16539	1.8267791
40.16589	2.3184168
40.16639	2.181018
40.166897	10.122327
40.167397	9.911024
40.167896	9.856029
40.168396	9.673103
40.168896	9.7673
40.169395	1.9425275
40.169895	1.779592
40.170395	2.311274
40.170895	1.7727901
40.171394	2.1483183
40.171894	1.8455639
40.172394	1.8136001
40.172894	2.0501845
40.173393	2.08536
40.173893	1.6471837
40.174393	1.6749648
40.174892	2.268148
40.175396	10.121097
40.175896	9.851733
40.176395	10.365493
40.176895	9.657252
40.177395	9.542033
40.177895	9.81647
40.178394	10.111192
40.178894	9.909764
40.179398	2.1719198
40.179897	1.6479907
40.180397	2.3132029
40.180897	2.28487
40.181396	2.2923737
40.181896	1.8423809
40.182396	2.198667
40.182896	2.1695373
40.183395	1.8488466
40.183895	2.0440934
40.184395	1.8608531
40.184895	1.637214
40.185394	2.2344892
40.185894	1.5435866
40.186394	2.2403083
40.186893	2.2577243
40.187393	1.7561083
40.187893	2.3105664
40.188393	2.3937848
40.188892	1.9260306
40.189392	1.9669799
40.18989	1.771378
40.19039	1.6055981
40.19089	2.2864156
40.19139	2.2598681
40.19189	2.247627
40.19239	1.8369838
40.19289	2.24871
40.19339	1.8239279
40.19389	2.099549
40.19439	2.3039553
40.19489	2.2825823
40.19539	2.168245
40.19589	2.378586
40.19639	1.7796538
40.196888	2.1359959
40.197388	1.8847708
40.197887	1.8846706
40.198387	2.2831109
40.198887	1.8051802
40.199387	1.755706
40.199886	2.189562
40.200386	1.8967165
40.200886	1.7388357
40.201385	2.272797
40.201885	1.5161952
40.202385	2.3983784
40.202885	2.2395837
40.203384	2.2231777
40.203884	1.9323547
40.204384	2.0096202
40.204884	1.8657984
40.205383	2.088181
40.205883	2.567753
40.206383	1.875873
40.206882	2.2282352
40.207382	1.8510451
40.207882	1.7963332
40.20838	1.7426734
40.20888	1.7222954
40.20938	2.098696
40.20988	2.189031
40.21038	2.3511853
40.21088	2.1358104
40.21138	1.7035897
40.21188	1.6811112
40.21238	1.6721706
40.21288	2.129436
40.21338	2.289999
40.21388	2.1894767
40.21438	2.100008
40.214878	1.8929527
40.215378	1.7685531
40.215878	2.266113
40.216377	2.080612
40.216877	2.1871235
40.217377	2.132154
40.217876	2.2214143
40.218376	2.4007118
40.218876	1.8487092
40.219376	2.1021373
40.219875	2.196919
40.220375	2.1937864
40.220875	2.198732
40.221375	1.8340464
40.221874	2.1884062
40.222374	2.1517317
40.222874	1.9105077
40.223373	2.2126856
40.223873	2.1276684
40.224373	1.6028882
40.224873	1.6978533
40.225372	2.1556098
40.225872	2.2031808
40.22637	2.2528577
40.22687	2.4756205
40.22737	2.106478
40.22787	1.3410429
40.22837	2.2944434
40.22887	2.0921586
40.22937	2.2782955
40.22987	1.8877722
40.23037	2.1168232
40.23087	1.728403
40.23137	1.7152998
40.23187	1.7782694
40.23237	1.8231881
40.23287	1.8411924
40.233368	2.219624
40.233868	2.2853696
40.234367	1.635081
40.234867	1.8312182
40.235367	2.3150878
40.235867	1.7705367
40.236366	1.7686086
40.236866	2.1425312
40.237366	2.0583735
40.237865	1.823586
40.238365	2.2958188
40.238865	1.6338555
40.239365	2.3593335
40.239864	1.655483
40.240364	1.566999
40.240864	2.422729
40.241364	1.8012854
40.241863	2.172904
40.242363	2.3943992
40.242863	1.7303644
40.243362	1.8390709
40.243862	1.8874197
40.24436	1.7338268
40.24486	2.4823997
40.24536	2.058628
40.24586	1.5300276
40.24636	2.0610232
40.24686	2.3290906
40.24736	1.8119233
40.24786	1.7636647
40.24836	2.248043
40.24886	1.8758049
40.24936	2.207498
40.24986	2.2648633
40.25036	2.252356
40.25086	2.2518528
40.251358	1.6194779
40.251858	2.145554
