Time	Current
0.0	9.818869
5.0E-4	9.879839
0.0010	10.522467
0.0015	10.197056
0.0020	10.465366
0.0025000002	9.639798
0.0030000003	9.483949
0.0035000003	10.093214
0.0040	9.7160425
0.0045000003	10.077461
0.0050000004	9.745839
0.0055000004	10.178973
0.0060000005	9.94962
0.0065000006	10.133814
0.0070	1.6717856
0.0075000003	2.2713459
0.0080	1.6986415
0.0085	2.0328672
0.009000001	2.1870952
0.009500001	2.2787905
0.010000001	1.8132021
0.010500001	2.2501016
0.011000001	2.132521
0.011500001	1.8606174
0.012000001	2.1069274
0.012500001	1.7316194
0.013000001	2.0352376
0.013500001	1.729229
0.014000001	2.4481046
0.014500001	1.8194848
0.0150000015	1.8270496
0.015500002	1.7974486
0.016	2.5200574
0.0165	2.080825
0.016999999	1.8365989
0.017499998	2.1897607
0.017999997	1.8264712
0.018499997	1.9298338
0.018999996	1.9414726
0.019499995	1.6534473
0.019999994	1.7946892
0.020499993	1.8479583
0.020999992	1.7615416
0.021499991	1.7241122
0.02199999	2.3423412
0.02249999	1.8776994
0.022999989	2.0907571
0.023499988	2.1455805
0.023999987	1.8354512
0.024499986	1.9148762
0.024999985	1.7292329
0.025499985	1.9716802
0.025999984	1.7994037
0.026499983	1.8680295
0.026999982	1.614617
0.027499981	2.1347492
0.02799998	1.9176254
0.02849998	2.2885468
0.028999979	1.8336022
0.029499978	1.714818
0.029999977	2.1536767
0.030499976	1.8681535
0.030999975	2.1804082
0.031499974	1.5521065
0.031999975	1.8675351
0.032499976	1.5516217
0.032999977	2.2267635
0.03349998	2.250791
0.03399998	2.1488209
0.03449998	1.6818268
0.03499998	1.8318287
0.035499983	1.8104535
0.035999984	2.2599401
0.036499985	2.1704874
0.036999986	2.0111413
0.037499987	2.0728555
0.037999988	2.338306
0.03849999	1.7323654
0.03899999	1.4562399
0.03949999	2.4953234
0.03999999	1.854543
0.040499993	1.7926749
0.040999994	1.8153732
0.041499995	1.6925716
0.041999996	2.0367098
0.042499997	2.262127
0.042999998	2.049502
0.0435	1.7152302
0.044	1.9404658
0.0445	1.7493747
0.045	1.6543971
0.045500003	2.2241607
0.046000004	1.6173434
0.046500005	1.7609367
0.047000006	1.6892008
0.047500007	1.4178944
0.048000008	2.4886796
0.04850001	2.4756882
0.04900001	1.9383882
0.04950001	1.7280066
0.050000012	1.8311348
0.050500013	1.9275507
0.051000014	1.8146639
0.051500015	1.7627593
0.052000016	2.374182
0.052500017	1.7504798
0.053000018	2.360715
0.05350002	2.081852
0.05400002	1.9556786
0.05450002	2.2787747
0.055000022	2.1222
0.055500023	2.2127552
0.056000024	2.309907
0.056500025	1.7293248
0.057000026	1.849283
