Time	Current
45.442955	10.202797
45.443455	9.984798
45.443954	10.322962
45.444454	10.2333765
45.444954	9.846068
45.445454	9.638805
45.445953	9.578467
45.446453	9.6992035
45.446953	9.834603
45.447453	10.2869425
45.447952	10.423487
45.448452	10.233834
45.44895	9.669912
45.44945	9.752339
45.44995	10.258308
45.45045	10.1956
45.45095	10.199262
45.45145	10.314819
45.45195	10.015667
45.45245	9.845175
45.45295	9.776311
45.45345	10.0691395
45.45395	9.666788
45.45445	10.614631
45.45495	10.015679
45.45545	9.958899
45.455948	10.268922
45.456448	9.763571
45.456947	10.308691
45.457447	9.991807
45.457947	10.184723
45.458447	9.951908
45.458946	10.109521
45.459446	9.811468
45.459946	9.688343
45.460445	10.305881
45.460945	10.211106
45.461445	10.232366
45.461945	9.636202
45.462456	7.3357635
45.462955	7.1785474
45.463455	7.2932644
45.463955	6.6298842
45.464455	6.6781554
45.464954	6.482297
45.465454	6.9065742
45.465958	10.1198
45.466457	9.860127
45.466957	10.032479
45.467457	10.348099
45.467957	9.847175
45.468456	10.16376
45.468956	9.876791
45.469456	10.144667
45.46996	7.1783752
45.47046	7.187732
45.47096	6.6618285
45.47146	6.932694
45.47196	6.6944213
45.472458	7.402563
45.472958	7.358116
45.473457	7.3106465
45.473957	6.717773
45.474457	7.585267
45.474957	7.146589
45.475456	6.7800746
45.475956	6.630803
45.476456	6.815752
45.476955	7.2231054
45.477455	7.128834
45.477955	6.59861
45.478455	7.2420907
45.478954	6.579126
45.479454	7.163657
45.479954	7.191301
45.480453	6.7175946
45.480953	7.2384133
45.481453	7.12549
45.481953	7.2332516
45.482452	6.565721
45.482952	7.1785803
45.48345	7.169908
45.48395	6.716626
45.48445	7.5133266
45.48495	7.177291
45.48545	7.1463785
45.48595	6.780928
45.48645	6.921885
45.48695	7.176652
45.48745	7.107585
45.48795	6.632417
45.48845	6.8084335
45.48895	6.608675
45.48945	6.630209
45.48995	6.7986236
45.490448	6.58996
45.490948	6.8006635
45.491447	6.6290064
45.491947	7.113426
45.492447	7.0728087
45.492947	7.1555986
45.493446	6.742487
45.493946	6.5458198
45.494446	7.2072
45.494946	7.1594076
45.495445	6.656106
45.495945	7.0597982
45.496445	7.316971
45.496944	6.804871
45.497444	7.246748
45.497944	7.3609138
45.498444	6.9384766
45.49896	9.45687
45.49946	10.168987
45.499958	7.179345
45.500458	6.759689
45.500957	7.149866
45.501457	6.7502193
45.501957	7.241183
45.502457	7.2847266
45.502956	7.128908
45.503456	7.054961
45.503956	6.6705055
45.504456	6.6668663
45.504955	7.188476
45.505455	7.119597
45.505955	7.23736
45.506454	7.0779967
45.506954	6.717899
45.507454	6.775833
45.507954	7.0850725
45.508453	6.924057
45.508953	6.7181354
45.509453	7.404394
45.509953	7.234819
45.510452	7.1281366
45.510952	7.1137176
45.51145	7.189947
45.51195	6.9552984
45.51245	6.896028
45.51295	6.7889
45.51345	7.4236937
45.51395	7.0543876
45.51445	7.0689454
